"Method","alpha","n","p","seed","s","est_error","TPR","FPR"
"two-step oracle",0.05,10000,1000,422,10,0.0176352014061164,NA,NA
"glmnet",0.05,10000,1000,422,10,0.0231454785121809,1,0
"two-step",0.05,10000,1000,423,10,0.0787686394367147,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,423,10,0.252033151431433,1,0.00707070707070707
"two-step oracle",0.05,10000,1000,423,10,0.01515659679082,NA,NA
"glmnet",0.05,10000,1000,423,10,0.0300500028479039,1,0
"two-step",0.05,10000,1000,424,10,0.108408805318953,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,424,10,0.328815934658445,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,424,10,0.0216434915079822,NA,NA
"glmnet",0.05,10000,1000,424,10,0.0366738023825775,1,0
"two-step",0.05,10000,1000,425,10,0.185573602749562,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,425,10,0.226102007274321,1,0
"two-step oracle",0.05,10000,1000,425,10,0.00941642977492133,NA,NA
"glmnet",0.05,10000,1000,425,10,0.0204731791480802,1,0
"two-step",0.05,10000,1000,426,10,0.157552702090135,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,426,10,0.312673241607253,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,426,10,0.012418536933474,NA,NA
"glmnet",0.05,10000,1000,426,10,0.0270495323903458,1,0
"two-step",0.05,10000,1000,427,10,0.151990566606795,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,427,10,0.356218619054043,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,427,10,0.0159591047955259,NA,NA
"glmnet",0.05,10000,1000,427,10,0.0310502220053879,1,0
"two-step",0.05,10000,1000,428,10,0.0940913210541912,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,10000,1000,428,10,0.257506849950377,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,428,10,0.00904868740859397,NA,NA
"glmnet",0.05,10000,1000,428,10,0.0324241646651417,1,0
"two-step",0.05,10000,1000,429,10,0.138881990534864,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,10000,1000,429,10,0.191530268655679,1,0
"two-step oracle",0.05,10000,1000,429,10,0.017723149989162,NA,NA
"glmnet",0.05,10000,1000,429,10,0.033241233809578,1,0
"two-step",0.05,10000,1000,42,10,0.0750998809468718,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,42,10,0.223661506466762,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,42,10,0.0119737227323959,NA,NA
"glmnet",0.05,10000,1000,42,10,0.0288207385858866,1,0
"two-step",0.05,10000,1000,430,10,0.137668282959969,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,430,10,0.201593989204468,1,0
"two-step oracle",0.05,10000,1000,430,10,0.00924300781550117,NA,NA
"glmnet",0.05,10000,1000,430,10,0.0315080248653977,1,0
"two-step",0.05,10000,1000,431,10,0.220204799445164,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,431,10,0.26769449237572,1,0
"two-step oracle",0.05,10000,1000,431,10,0.0137930308239129,NA,NA
"glmnet",0.05,10000,1000,431,10,0.0291565441629617,1,0
"two-step",0.05,10000,1000,432,10,0.115189220543349,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,432,10,0.340987932875212,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,432,10,0.014146529109992,NA,NA
"glmnet",0.05,10000,1000,432,10,0.0234007337752718,1,0
"two-step",0.05,10000,1000,433,10,0.137864253446011,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,10000,1000,433,10,0.25004223435376,1,0.00303030303030303
"two-step oracle",0.05,10000,1000,433,10,0.0166658565835547,NA,NA
"glmnet",0.05,10000,1000,433,10,0.0273059260384484,1,0
"two-step",0.05,10000,1000,437,10,0.154642459704522,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,437,10,0.299652031767702,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,437,10,0.0254164147570682,NA,NA
"glmnet",0.05,10000,1000,437,10,0.0345195117087735,1,0
"two-step",0.05,10000,1000,438,10,0.14600294141614,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,438,10,0.325423176364388,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,438,10,0.0149597140582406,NA,NA
"glmnet",0.05,10000,1000,438,10,0.0301001625301106,1,0
"two-step",0.05,10000,1000,439,10,0.201823980404575,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,439,10,0.365499969830061,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,439,10,0.0125950284057764,NA,NA
"glmnet",0.05,10000,1000,439,10,0.0228603334877419,1,0
"two-step",0.05,10000,1000,43,10,0.184732080303624,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,10000,1000,43,10,0.265780434467988,1,0.00202020202020202
"two-step oracle",0.05,10000,1000,43,10,0.0164538632339935,NA,NA
"glmnet",0.05,10000,1000,43,10,0.0268800429230735,1,0
"two-step",0.05,10000,1000,443,10,0.128664718205911,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,443,10,0.306541041253236,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,443,10,0.0163661484375085,NA,NA
"glmnet",0.05,10000,1000,443,10,0.0296156959185927,1,0
"two-step",0.05,10000,1000,444,10,0.154834691708957,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,444,10,0.387645166233045,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,444,10,0.0182582710130846,NA,NA
"glmnet",0.05,10000,1000,444,10,0.027448559605185,1,0
"two-step",0.05,10000,1000,445,10,0.103255460093454,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,445,10,0.155119889553272,1,0
"two-step oracle",0.05,10000,1000,445,10,0.0132722633320906,NA,NA
"glmnet",0.05,10000,1000,445,10,0.028259008892586,1,0
"two-step",0.05,10000,1000,446,10,0.193815357084067,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,446,10,0.398212429854867,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,446,10,0.00979833454611664,NA,NA
"glmnet",0.05,10000,1000,446,10,0.0230794248252757,1,0
"two-step",0.05,10000,1000,447,10,0.109089528369412,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,447,10,0.327383897827104,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,447,10,0.0144392689837917,NA,NA
"glmnet",0.05,10000,1000,447,10,0.030600841110492,1,0
"two-step",0.05,10000,1000,448,10,0.147151437889943,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,448,10,0.329453313585082,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,448,10,0.0145062344715543,NA,NA
"glmnet",0.05,10000,1000,448,10,0.0307041811999776,1,0
"two-step",0.05,10000,1000,449,10,0.0927212963393848,1,0
"two-step+Adaptive Lasso",0.05,10000,1000,449,10,0.128697450494104,1,0
"two-step oracle",0.05,10000,1000,449,10,0.0151433976873539,NA,NA
"glmnet",0.05,10000,1000,449,10,0.0261936798595953,1,0
"two-step",0.05,10000,1000,44,10,0.120624057603138,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,10000,1000,44,10,0.192767361501127,1,0
"two-step oracle",0.05,10000,1000,44,10,0.0169717658421645,NA,NA
"glmnet",0.05,10000,1000,44,10,0.0302537782872944,1,0
"two-step",0.05,10000,1000,451,10,0.074298253342009,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,10000,1000,451,10,0.116796505563819,1,0
"two-step oracle",0.05,10000,1000,451,10,0.0122263348978235,NA,NA
"glmnet",0.05,10000,1000,451,10,0.0291611690990294,1,0
"two-step",0.05,10000,1000,452,10,0.123746656415261,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,452,10,0.293589135931179,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,452,10,0.0154387365232867,NA,NA
"glmnet",0.05,10000,1000,452,10,0.0314123290640612,1,0
"two-step",0.05,10000,1000,453,10,0.188467275134053,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,10000,1000,453,10,0.330978654176781,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,453,10,0.0156664001012123,NA,NA
"glmnet",0.05,10000,1000,453,10,0.0267712202958292,1,0
"two-step",0.05,10000,1000,454,10,0.117801682881621,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,454,10,0.237891030086826,1,0.00505050505050505
"two-step oracle",0.05,10000,1000,454,10,0.00761802005220849,NA,NA
"glmnet",0.05,10000,1000,454,10,0.0306199598912476,1,0
"two-step",0.05,10000,1000,455,10,0.142891269746356,1,0.0333333333333333
"two-step+Adaptive Lasso",0.05,10000,1000,455,10,0.405651219270896,1,0.0323232323232323
"two-step oracle",0.05,10000,1000,455,10,0.0105858230542674,NA,NA
"glmnet",0.05,10000,1000,455,10,0.0247797881757682,1,0
"two-step",0.05,10000,1000,458,10,0.145625695821937,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,458,10,0.3505347928348,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,458,10,0.0167216681161253,NA,NA
"glmnet",0.05,10000,1000,458,10,0.0306840625879806,1,0
"two-step",0.05,10000,1000,459,10,0.154581155786676,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,459,10,0.318379933102448,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,459,10,0.0174879885230727,NA,NA
"glmnet",0.05,10000,1000,459,10,0.0312199916748436,1,0
"two-step",0.05,10000,1000,45,10,0.160894906468118,1,0.0222222222222222
"two-step+Adaptive Lasso",0.05,10000,1000,45,10,0.408073206758276,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,45,10,0.018270634949165,NA,NA
"glmnet",0.05,10000,1000,45,10,0.0257731595533705,1,0
"two-step",0.05,10000,1000,460,10,0.179422729546838,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,460,10,0.407625570065976,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,460,10,0.0151757699836847,NA,NA
"glmnet",0.05,10000,1000,460,10,0.0262787454666432,1,0
"two-step",0.05,10000,1000,461,10,0.0935945597195129,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,461,10,0.166095591996201,1,0
"two-step oracle",0.05,10000,1000,461,10,0.0130009498411604,NA,NA
"glmnet",0.05,10000,1000,461,10,0.0270713237778614,1,0
"two-step",0.05,10000,1000,462,10,0.178105627651937,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,462,10,0.336096994967502,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,462,10,0.020041018694601,NA,NA
"glmnet",0.05,10000,1000,462,10,0.0292809091964904,1,0
"two-step",0.05,10000,1000,463,10,0.135988670685008,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,463,10,0.286474436078812,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,463,10,0.0169872275888405,NA,NA
"glmnet",0.05,10000,1000,463,10,0.025355772644707,1,0
"two-step",0.05,10000,1000,464,10,0.133122980366079,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,464,10,0.350408419349606,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,464,10,0.0135958410773945,NA,NA
"glmnet",0.05,10000,1000,464,10,0.0268721128114139,1,0
"two-step",0.05,10000,1000,465,10,0.0812596056164874,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,465,10,0.1164222852568,1,0
"two-step oracle",0.05,10000,1000,465,10,0.0139191531484808,NA,NA
"glmnet",0.05,10000,1000,465,10,0.0342437707404132,1,0
"two-step",0.05,10000,1000,466,10,0.147709915380914,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,466,10,0.184801928292745,1,0
"two-step oracle",0.05,10000,1000,466,10,0.0125952421609125,NA,NA
"glmnet",0.05,10000,1000,466,10,0.0309727440751752,1,0
"two-step",0.05,10000,1000,467,10,0.148032970401693,1,0
"two-step+Adaptive Lasso",0.05,10000,1000,467,10,0.206954756795702,1,0
"two-step oracle",0.05,10000,1000,467,10,0.0195294341164415,NA,NA
"glmnet",0.05,10000,1000,467,10,0.0336395197166438,1,0
"two-step",0.05,10000,1000,468,10,0.136297922896364,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,468,10,0.18413608423878,1,0
"two-step oracle",0.05,10000,1000,468,10,0.0173484995132483,NA,NA
"glmnet",0.05,10000,1000,468,10,0.0285303050609778,1,0
"two-step",0.05,10000,1000,469,10,0.114007785798535,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,469,10,0.172504947916512,1,0
"two-step oracle",0.05,10000,1000,469,10,0.00754470917215126,NA,NA
"glmnet",0.05,10000,1000,469,10,0.0261219345099955,1,0
"two-step",0.05,10000,1000,46,10,0.193721726963725,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,46,10,0.393377975795659,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,46,10,0.0187893112180318,NA,NA
"glmnet",0.05,10000,1000,46,10,0.0344757364884409,1,0
"two-step",0.05,10000,1000,471,10,0.123111671286261,1,0.0272727272727273
"two-step+Adaptive Lasso",0.05,10000,1000,471,10,0.425393354076996,1,0.0262626262626263
"two-step oracle",0.05,10000,1000,471,10,0.0181608065003643,NA,NA
"glmnet",0.05,10000,1000,471,10,0.0270331494328434,1,0
"two-step",0.05,10000,1000,472,10,0.17126198095902,1,0.0323232323232323
"two-step+Adaptive Lasso",0.05,10000,1000,472,10,0.447375328821175,1,0.0313131313131313
"two-step oracle",0.05,10000,1000,472,10,0.0148756668515957,NA,NA
"glmnet",0.05,10000,1000,472,10,0.0233200115230466,1,0
"two-step",0.05,10000,1000,473,10,0.138814745501624,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,10000,1000,473,10,0.192201336010122,1,0
"two-step oracle",0.05,10000,1000,473,10,0.0103343164528259,NA,NA
"glmnet",0.05,10000,1000,473,10,0.0267617059629968,1,0
"two-step",0.05,10000,1000,474,10,0.118201089275451,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,474,10,0.152049155123059,1,0
"two-step oracle",0.05,10000,1000,474,10,0.0102115870452706,NA,NA
"glmnet",0.05,10000,1000,474,10,0.0250155524635007,1,0
"two-step",0.05,10000,1000,475,10,0.171263398118157,1,0.0242424242424242
"two-step+Adaptive Lasso",0.05,10000,1000,475,10,0.389477732299684,1,0.0242424242424242
"two-step oracle",0.05,10000,1000,475,10,0.0141260856419706,NA,NA
"glmnet",0.05,10000,1000,475,10,0.027103839463338,1,0
"two-step",0.05,10000,1000,476,10,0.118598428644412,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,10000,1000,476,10,0.242244258114745,1,0.00303030303030303
"two-step oracle",0.05,10000,1000,476,10,0.010857870551176,NA,NA
"glmnet",0.05,10000,1000,476,10,0.0270311919803556,1,0
"two-step",0.05,10000,1000,477,10,0.0942645604327535,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,477,10,0.164721059007581,1,0
"two-step oracle",0.05,10000,1000,477,10,0.0166665007045399,NA,NA
"glmnet",0.05,10000,1000,477,10,0.0288952417519494,1,0
"two-step",0.05,10000,1000,478,10,0.0976946842583241,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,478,10,0.163445213723166,1,0
"two-step oracle",0.05,10000,1000,478,10,0.0109594603347913,NA,NA
"glmnet",0.05,10000,1000,478,10,0.026479641698199,1,0
"two-step",0.05,10000,1000,47,10,0.137963145066362,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,10000,1000,47,10,0.207911472230379,1,0.00202020202020202
"two-step oracle",0.05,10000,1000,47,10,0.0128260409596705,NA,NA
"glmnet",0.05,10000,1000,47,10,0.0281266340972881,1,0
"two-step",0.05,10000,1000,481,10,0.175064921816291,1,0.0272727272727273
"two-step+Adaptive Lasso",0.05,10000,1000,481,10,0.437849897446852,1,0.0262626262626263
"two-step oracle",0.05,10000,1000,481,10,0.0109110730570148,NA,NA
"glmnet",0.05,10000,1000,481,10,0.0331665260185808,1,0
"two-step",0.05,10000,1000,482,10,0.114253403187194,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,10000,1000,482,10,0.215276558418963,1,0.00404040404040404
"two-step oracle",0.05,10000,1000,482,10,0.0138660083887295,NA,NA
"glmnet",0.05,10000,1000,482,10,0.0281381637513267,1,0
"two-step",0.05,10000,1000,483,10,0.143952800126786,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,483,10,0.322036907079489,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,483,10,0.0100431312800118,NA,NA
"glmnet",0.05,10000,1000,483,10,0.0253825117593504,1,0
"two-step",0.05,10000,1000,484,10,0.135132736751661,1,0.0222222222222222
"two-step+Adaptive Lasso",0.05,10000,1000,484,10,0.369586884518289,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,484,10,0.020703992406728,NA,NA
"glmnet",0.05,10000,1000,484,10,0.0329988259442114,1,0
"two-step",0.05,10000,1000,485,10,0.125664155485885,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,10000,1000,485,10,0.211361516449605,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,485,10,0.0142114081926368,NA,NA
"glmnet",0.05,10000,1000,485,10,0.0240484889456492,1,0
"two-step",0.05,10000,1000,486,10,0.153949421586414,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,486,10,0.375918302785971,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,486,10,0.0135759846920832,NA,NA
"glmnet",0.05,10000,1000,486,10,0.0228435418512385,1,0
"two-step",0.05,10000,1000,487,10,0.188656753891747,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,487,10,0.339780223971419,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,487,10,0.012789729236297,NA,NA
"glmnet",0.05,10000,1000,487,10,0.0234615062187691,1,0
"two-step",0.05,10000,1000,48,10,0.203606027597071,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,48,10,0.333544167430977,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,48,10,0.0162946624459207,NA,NA
"glmnet",0.05,10000,1000,48,10,0.0317731781116389,1,0
"two-step",0.05,10000,1000,490,10,0.182441704559585,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,490,10,0.386301939353875,1,0.0191919191919192
"two-step oracle",0.05,10000,1000,490,10,0.0141311802972115,NA,NA
"glmnet",0.05,10000,1000,490,10,0.0263944257013262,1,0
"two-step",0.05,10000,1000,492,10,0.189172618113916,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,492,10,0.324263860146726,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,492,10,0.00977878693602981,NA,NA
"glmnet",0.05,10000,1000,492,10,0.0290895140670348,1,0
"two-step",0.05,10000,1000,493,10,0.179382991503009,1,0
"two-step+Adaptive Lasso",0.05,10000,1000,493,10,0.214199619489504,1,0
"two-step oracle",0.05,10000,1000,493,10,0.0147669142561971,NA,NA
"glmnet",0.05,10000,1000,493,10,0.0305033849013686,1,0
"two-step",0.05,10000,1000,496,10,0.117806663014243,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,496,10,0.325346028074934,1,0.00909090909090909
"two-step oracle",0.05,10000,1000,496,10,0.00991397266948282,NA,NA
"glmnet",0.05,10000,1000,496,10,0.0224749031020694,1,0
"two-step",0.05,10000,1000,497,10,0.0935691759098368,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,10000,1000,497,10,0.14283691983706,1,0
"two-step oracle",0.05,10000,1000,497,10,0.0123535158759689,NA,NA
"glmnet",0.05,10000,1000,497,10,0.0315568065322069,1,0
"two-step",0.05,10000,1000,498,10,0.134425364805355,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,498,10,0.309745182981796,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,498,10,0.0119626187552735,NA,NA
"glmnet",0.05,10000,1000,498,10,0.0275583775917629,1,0
"two-step",0.05,10000,1000,499,10,0.142071916628282,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,499,10,0.180890237545441,1,0
"two-step oracle",0.05,10000,1000,499,10,0.0120752522271143,NA,NA
"glmnet",0.05,10000,1000,499,10,0.0283967028107123,1,0
"two-step",0.05,10000,1000,49,10,0.153383859430955,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,49,10,0.217941380540361,1,0.00202020202020202
"two-step oracle",0.05,10000,1000,49,10,0.0145332605285259,NA,NA
"glmnet",0.05,10000,1000,49,10,0.0293481925124024,1,0
"two-step",0.05,10000,1000,4,10,0.142295858390038,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,4,10,0.184278918366,1,0
"two-step oracle",0.05,10000,1000,4,10,0.0115026011574445,NA,NA
"glmnet",0.05,10000,1000,4,10,0.0296944626474812,1,0
"two-step",0.05,10000,1000,500,10,0.193173541349273,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,10000,1000,500,10,0.370765019374481,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,500,10,0.0205702073597331,NA,NA
"glmnet",0.05,10000,1000,500,10,0.0276092359626551,1,0
"two-step",0.05,10000,1000,50,10,0.132528734005463,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,50,10,0.294716318332436,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,50,10,0.0167385942105517,NA,NA
"glmnet",0.05,10000,1000,50,10,0.0259659044174477,1,0
"two-step",0.05,10000,1000,51,10,0.127727002839313,1,0
"two-step+Adaptive Lasso",0.05,10000,1000,51,10,0.171967627415952,1,0
"two-step oracle",0.05,10000,1000,51,10,0.00872191715263227,NA,NA
