"Method","alpha","n","p","seed","s","mul","est_error","est_error_FP","TPR","FPR"
"two-step+refitted",0.2,2500,1000,117,10,1,0.0625885451271889,0.167779955274351,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,117,10,1,0.0679839444106168,0,NA,NA
"two-step",0.2,2500,1000,118,10,0.2,0.79297176962779,0.530935244308651,0.4,0.0555555555555556
"two-step+refitted",0.2,2500,1000,118,10,0.2,0.745109107019607,2.34550218773774,0.4,0.0555555555555556
"two-step oracle",0.2,2500,1000,118,10,0.2,0.576779413952528,0,NA,NA
"two-step",0.2,2500,1000,118,10,0.4,0.423678387857453,0.22811151161818,1,0.0616161616161616
"two-step+refitted",0.2,2500,1000,118,10,0.4,0.249736621254433,0.977392370457965,1,0.0616161616161616
"two-step oracle",0.2,2500,1000,118,10,0.4,0.233490715413693,0,NA,NA
"two-step",0.2,2500,1000,118,10,0.6,0.227631495392974,0.138490980822255,1,0.0696969696969697
"two-step+refitted",0.2,2500,1000,118,10,0.6,0.138773361870807,0.549384758769342,1,0.0696969696969697
"two-step oracle",0.2,2500,1000,118,10,0.6,0.12831287145863,0,NA,NA
"two-step",0.2,2500,1000,118,10,0.8,0.158711101953863,0.0914969650505569,1,0.0656565656565657
"two-step+refitted",0.2,2500,1000,118,10,0.8,0.0960332264885157,0.367442318672709,1,0.0656565656565657
"two-step oracle",0.2,2500,1000,118,10,0.8,0.0876411853032467,0,NA,NA
"two-step",0.2,2500,1000,118,10,1,0.118932614814603,0.068810208871816,1,0.0646464646464646
"two-step+refitted",0.2,2500,1000,118,10,1,0.0723653228400716,0.280950994654623,1,0.0646464646464646
"two-step oracle",0.2,2500,1000,118,10,1,0.0664156057866051,0,NA,NA
"two-step",0.2,2500,1000,119,10,0.2,0.837180394414679,0.596554421596678,0.3,0.0555555555555556
"two-step+refitted",0.2,2500,1000,119,10,0.2,0.709289900891572,2.34426580583034,0.3,0.0555555555555556
"two-step oracle",0.2,2500,1000,119,10,0.2,0.424360386569624,0,NA,NA
"two-step",0.2,2500,1000,119,10,0.4,0.371829941923751,0.270445189314804,1,0.0606060606060606
"two-step+refitted",0.2,2500,1000,119,10,0.4,0.181959333497876,0.97220367080566,1,0.0606060606060606
"two-step oracle",0.2,2500,1000,119,10,0.4,0.171788742553023,0,NA,NA
"two-step",0.2,2500,1000,119,10,0.6,0.202593851500418,0.152628952625095,1,0.0616161616161616
"two-step+refitted",0.2,2500,1000,119,10,0.6,0.0992363078108598,0.536392510796554,1,0.0616161616161616
"two-step oracle",0.2,2500,1000,119,10,0.6,0.0944050678939871,0,NA,NA
"two-step",0.2,2500,1000,119,10,0.8,0.140880030687769,0.0985415239226832,1,0.0585858585858586
"two-step+refitted",0.2,2500,1000,119,10,0.8,0.0675649818175934,0.36413457731935,1,0.0585858585858586
"two-step oracle",0.2,2500,1000,119,10,0.8,0.0644812321227665,0,NA,NA
"two-step",0.2,2500,1000,119,10,1,0.100798697816671,0.0891066911898361,1,0.0747474747474747
"two-step+refitted",0.2,2500,1000,119,10,1,0.0558090356042604,0.290210643792094,1,0.0747474747474747
"two-step oracle",0.2,2500,1000,119,10,1,0.0488646984689007,0,NA,NA
"two-step",0.2,2500,1000,11,10,0.2,0.887639952103951,0.102756463972133,0.2,0.00505050505050505
"two-step+refitted",0.2,2500,1000,11,10,0.2,0.804498173366982,0.904253311770916,0.2,0.00505050505050505
"two-step oracle",0.2,2500,1000,11,10,0.2,0.386125384649233,0,NA,NA
"two-step",0.2,2500,1000,11,10,0.4,0.384704155518264,0.104325493023914,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,11,10,0.4,0.185210184187189,0.602225857106098,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,11,10,0.4,0.156310523781209,0,NA,NA
"two-step",0.2,2500,1000,11,10,0.6,0.204085990793642,0.0666147225044058,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,11,10,0.6,0.102156482322044,0.343991023737541,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,11,10,0.6,0.0858991421137786,0,NA,NA
"two-step",0.2,2500,1000,11,10,0.8,0.142138738233713,0.0419424295456736,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,11,10,0.8,0.0690338725353059,0.228540807479274,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,11,10,0.8,0.0586714531894089,0,NA,NA
"two-step",0.2,2500,1000,11,10,1,0.108034255908155,0.0313828389096683,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,11,10,1,0.0523148059745378,0.173191120618858,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,11,10,1,0.0444619740419088,0,NA,NA
"two-step",0.2,2500,1000,120,10,0.2,0.788633575849414,0.173010443927704,0.5,0.0131313131313131
"two-step+refitted",0.2,2500,1000,120,10,0.2,0.350915947268609,1.21926792540977,0.5,0.0131313131313131
"two-step oracle",0.2,2500,1000,120,10,0.2,0.403465924373605,0,NA,NA
"two-step",0.2,2500,1000,120,10,0.4,0.340321164966812,0.103247948529218,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,120,10,0.4,0.179359067748034,0.655381484912766,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,120,10,0.4,0.163330287191549,0,NA,NA
"two-step",0.2,2500,1000,120,10,0.6,0.181384791930024,0.0644461421337395,1,0.0323232323232323
"two-step+refitted",0.2,2500,1000,120,10,0.6,0.0973280192087524,0.390373878029945,1,0.0323232323232323
"two-step oracle",0.2,2500,1000,120,10,0.6,0.0897567944343247,0,NA,NA
"two-step",0.2,2500,1000,120,10,0.8,0.124724505564978,0.0428111846893917,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,120,10,0.8,0.0664216311697564,0.259907840185733,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,120,10,0.8,0.0613063347723502,0,NA,NA
"two-step",0.2,2500,1000,120,10,1,0.094098343631925,0.0330427462303933,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,120,10,1,0.0503350717648141,0.196960792657465,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,120,10,1,0.0464587208442433,0,NA,NA
"two-step",0.2,2500,1000,121,10,0.2,0.74052875203531,0.14342537499371,0.4,0.00707070707070707
"two-step+refitted",0.2,2500,1000,121,10,0.2,0.673076358766965,1.04489317046275,0.4,0.00707070707070707
"two-step oracle",0.2,2500,1000,121,10,0.2,0.465668048701687,0,NA,NA
"two-step",0.2,2500,1000,121,10,0.4,0.372747743189596,0.121540276093899,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,121,10,0.4,0.220173630279758,0.693102815158793,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,121,10,0.4,0.188510829628193,0,NA,NA
"two-step",0.2,2500,1000,121,10,0.6,0.193075652927358,0.0852821029852627,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,121,10,0.6,0.117545965805486,0.451746203360024,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,121,10,0.6,0.103594551105751,0,NA,NA
"two-step",0.2,2500,1000,121,10,0.8,0.134272979159464,0.0542132155493927,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,121,10,0.8,0.0803087361969216,0.293405673130953,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,121,10,0.8,0.070757899395876,0,NA,NA
"two-step",0.2,2500,1000,121,10,1,0.101983746967896,0.0406942597380576,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,121,10,1,0.0608589823628546,0.222345930092809,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,121,10,1,0.0536212368226684,0,NA,NA
"two-step",0.2,2500,1000,122,10,0.2,0.808271422876369,0.418453813278139,0.4,0.0202020202020202
"two-step+refitted",0.2,2500,1000,122,10,0.2,0.544683166017706,1.6429508518167,0.4,0.0202020202020202
"two-step oracle",0.2,2500,1000,122,10,0.2,0.422895625014197,0,NA,NA
"two-step",0.2,2500,1000,122,10,0.4,0.320106519417559,0.226002045580253,1,0.0494949494949495
"two-step+refitted",0.2,2500,1000,122,10,0.4,0.19824119079259,0.894183109403061,1,0.0494949494949495
"two-step oracle",0.2,2500,1000,122,10,0.4,0.171195780642083,0,NA,NA
"two-step",0.2,2500,1000,122,10,0.6,0.173750901880659,0.127989456913109,1,0.0515151515151515
"two-step+refitted",0.2,2500,1000,122,10,0.6,0.111249660419461,0.501249171445662,1,0.0515151515151515
"two-step oracle",0.2,2500,1000,122,10,0.6,0.094079210630997,0,NA,NA
"two-step",0.2,2500,1000,122,10,0.8,0.120125103674047,0.0848766261816017,1,0.0494949494949495
"two-step+refitted",0.2,2500,1000,122,10,0.8,0.0744103607566354,0.335633380985736,1,0.0494949494949495
"two-step oracle",0.2,2500,1000,122,10,0.8,0.0642586627387011,0,NA,NA
"two-step",0.2,2500,1000,122,10,1,0.0909312300458501,0.0644941579112127,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,122,10,1,0.0576500938590352,0.257568987402804,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,122,10,1,0.0486960325566255,0,NA,NA
"two-step",0.2,2500,1000,123,10,0.2,0.888998011066351,0.147764518828251,0.3,0.00505050505050505
"two-step+refitted",0.2,2500,1000,123,10,0.2,0.690550977981737,0.942126039995205,0.3,0.00505050505050505
"two-step oracle",0.2,2500,1000,123,10,0.2,0.369899626485332,0,NA,NA
"two-step",0.2,2500,1000,123,10,0.4,0.445809878753899,0.130198024293988,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,123,10,0.4,0.140355418020822,0.636826883214052,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,123,10,0.4,0.149742044064055,0,NA,NA
"two-step",0.2,2500,1000,123,10,0.6,0.252080650151059,0.0651505394717075,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,123,10,0.6,0.0777028156568215,0.303702968008019,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,123,10,0.6,0.0822894889756141,0,NA,NA
"two-step",0.2,2500,1000,123,10,0.8,0.166119741765664,0.0500634058472338,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,123,10,0.8,0.0508602034904461,0.248526351245753,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,123,10,0.8,0.0562059618013167,0,NA,NA
"two-step",0.2,2500,1000,123,10,1,0.127507457121222,0.0363721471346837,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,123,10,1,0.0391682356384597,0.177719769684548,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,123,10,1,0.0425935932853598,0,NA,NA
"two-step",0.2,2500,1000,124,10,0.2,0.866279966487599,0.148514348189193,0.3,0.00808080808080808
"two-step+refitted",0.2,2500,1000,124,10,0.2,0.904338503046584,1.21475239637566,0.3,0.00808080808080808
"two-step oracle",0.2,2500,1000,124,10,0.2,0.565130425920895,0,NA,NA
"two-step",0.2,2500,1000,124,10,0.4,0.537722488615717,0.164470099881874,0.9,0.0404040404040404
"two-step+refitted",0.2,2500,1000,124,10,0.4,0.356230121754315,0.858940766276718,0.9,0.0404040404040404
"two-step oracle",0.2,2500,1000,124,10,0.4,0.228774994839148,0,NA,NA
"two-step",0.2,2500,1000,124,10,0.6,0.30122883026738,0.0834279162268258,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,124,10,0.6,0.152791551299752,0.451157351444007,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,124,10,0.6,0.125721386624449,0,NA,NA
"two-step",0.2,2500,1000,124,10,0.8,0.199933115549598,0.0664006855743308,1,0.0424242424242424
"two-step+refitted",0.2,2500,1000,124,10,0.8,0.100054868384381,0.324760498752284,1,0.0424242424242424
"two-step oracle",0.2,2500,1000,124,10,0.8,0.0858711305925907,0,NA,NA
"two-step",0.2,2500,1000,124,10,1,0.152854744440014,0.0480586622548164,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,124,10,1,0.0757757223926483,0.243881598918391,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,124,10,1,0.0650742357962626,0,NA,NA
"two-step",0.2,2500,1000,125,10,0.2,0.733056419488819,0.268886654403182,0.5,0.0282828282828283
"two-step+refitted",0.2,2500,1000,125,10,0.2,0.353847724785295,1.71268841356057,0.5,0.0282828282828283
"two-step oracle",0.2,2500,1000,125,10,0.2,0.424060892342187,0,NA,NA
"two-step",0.2,2500,1000,125,10,0.4,0.2940992988775,0.195768683722163,1,0.0606060606060606
"two-step+refitted",0.2,2500,1000,125,10,0.4,0.154830707616782,0.88541442793593,1,0.0606060606060606
"two-step oracle",0.2,2500,1000,125,10,0.4,0.171667501885033,0,NA,NA
"two-step",0.2,2500,1000,125,10,0.6,0.171487047643676,0.0875528153941021,1,0.0424242424242424
"two-step+refitted",0.2,2500,1000,125,10,0.6,0.080646186760612,0.434567941131864,1,0.0424242424242424
"two-step oracle",0.2,2500,1000,125,10,0.6,0.0943384410980611,0,NA,NA
"two-step",0.2,2500,1000,125,10,0.8,0.118968704736715,0.0564409072494031,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,125,10,0.8,0.054458537166328,0.284389020721628,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,125,10,0.8,0.0644357242068277,0,NA,NA
"two-step",0.2,2500,1000,125,10,1,0.0901904227275939,0.0427111572801601,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,125,10,1,0.0412691756250427,0.215513222306769,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,125,10,1,0.0488302119909393,0,NA,NA
"two-step",0.2,2500,1000,126,10,0.2,0.83953877402674,0.207137457896276,0.3,0.0131313131313131
"two-step+refitted",0.2,2500,1000,126,10,0.2,0.921082465013808,1.44953258904945,0.3,0.0131313131313131
"two-step oracle",0.2,2500,1000,126,10,0.2,0.613328823734222,0,NA,NA
"two-step",0.2,2500,1000,126,10,0.4,0.522664634969789,0.200881094861131,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,126,10,0.4,0.279256459103853,0.962589289597306,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,126,10,0.4,0.24828657606932,0,NA,NA
"two-step",0.2,2500,1000,126,10,0.6,0.289484976318313,0.105611680914414,1,0.0494949494949495
"two-step+refitted",0.2,2500,1000,126,10,0.6,0.15158293379577,0.524948325574444,1,0.0494949494949495
"two-step oracle",0.2,2500,1000,126,10,0.6,0.136443813038304,0,NA,NA
"two-step",0.2,2500,1000,126,10,0.8,0.193578824977345,0.0806664963328517,1,0.0525252525252525
"two-step+refitted",0.2,2500,1000,126,10,0.8,0.104783177264698,0.3643762661441,1,0.0525252525252525
"two-step oracle",0.2,2500,1000,126,10,0.8,0.0931948398164187,0,NA,NA
"two-step",0.2,2500,1000,126,10,1,0.148397437301276,0.0576789840528915,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,126,10,1,0.0794336020706189,0.273804858606159,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,126,10,1,0.0706242358678342,0,NA,NA
"two-step",0.2,2500,1000,127,10,0.2,0.932868081581227,0.0479278498591712,0.3,0.00101010101010101
"two-step+refitted",0.2,2500,1000,127,10,0.2,0.680697930706904,0.429837616091389,0.3,0.00101010101010101
"two-step oracle",0.2,2500,1000,127,10,0.2,0.46145087477915,0,NA,NA
"two-step",0.2,2500,1000,127,10,0.4,0.439918094015036,0.0478392235309622,1,0.00707070707070707
"two-step+refitted",0.2,2500,1000,127,10,0.4,0.184519165851083,0.38115510448666,1,0.00707070707070707
"two-step oracle",0.2,2500,1000,127,10,0.4,0.186803641520619,0,NA,NA
"two-step",0.2,2500,1000,127,10,0.6,0.239473178082421,0.0278645126281995,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,127,10,0.6,0.101223162635759,0.226432927855636,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,127,10,0.6,0.102656380147582,0,NA,NA
"two-step",0.2,2500,1000,127,10,0.8,0.165688086088174,0.017584970235817,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,127,10,0.8,0.0702004633329848,0.135196896697458,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,127,10,0.8,0.0701171030840469,0,NA,NA
"two-step",0.2,2500,1000,127,10,1,0.125485875400293,0.013375178279638,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,127,10,1,0.0531987871524653,0.102454007407334,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,127,10,1,0.0531356332210214,0,NA,NA
"two-step",0.2,2500,1000,128,10,0.2,0.907123874902282,0.397878153897469,0.3,0.0202020202020202
"two-step+refitted",0.2,2500,1000,128,10,0.2,0.819768410469868,1.57570521104596,0.3,0.0202020202020202
"two-step oracle",0.2,2500,1000,128,10,0.2,0.578899286908589,0,NA,NA
"two-step",0.2,2500,1000,128,10,0.4,0.510145484768553,0.19425084634401,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,128,10,0.4,0.282263187285726,0.650305368078602,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,128,10,0.4,0.234348878241845,0,NA,NA
"two-step",0.2,2500,1000,128,10,0.6,0.27926425878663,0.108105376261461,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,128,10,0.6,0.155114989369961,0.357370582240074,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,128,10,0.6,0.128784467669486,0,NA,NA
"two-step",0.2,2500,1000,128,10,0.8,0.192587888745245,0.0715414187784555,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,128,10,0.8,0.106959200634927,0.238284120496141,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,128,10,0.8,0.0879632983573329,0,NA,NA
"two-step",0.2,2500,1000,128,10,1,0.145955075831132,0.0542032718853243,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,128,10,1,0.0810551497071175,0.180574591076585,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,128,10,1,0.066659707159091,0,NA,NA
"two-step",0.2,2500,1000,129,10,0.2,0.913489551171507,0.0952088667966383,0.2,0.00202020202020202
"two-step+refitted",0.2,2500,1000,129,10,0.2,0.826357071682856,0.638665812145743,0.2,0.00202020202020202
"two-step oracle",0.2,2500,1000,129,10,0.2,0.28183388925985,0,NA,NA
"two-step",0.2,2500,1000,129,10,0.4,0.369610255229614,0.101979806845652,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,129,10,0.4,0.127400950371734,0.612232343897898,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,129,10,0.4,0.114091444387998,0,NA,NA
"two-step",0.2,2500,1000,129,10,0.6,0.202807600240069,0.0563993983125782,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,129,10,0.6,0.0700122129029136,0.336447279256145,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,129,10,0.6,0.0626979998427307,0,NA,NA
"two-step",0.2,2500,1000,129,10,0.8,0.134009861307058,0.0439629842982166,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,129,10,0.8,0.0492814027689022,0.239266944552994,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,129,10,0.8,0.0428244412263123,0,NA,NA
"two-step",0.2,2500,1000,129,10,1,0.103521508760851,0.0309040181213102,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,129,10,1,0.0374336896375113,0.176843017240586,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,129,10,1,0.0324529066634271,0,NA,NA
"two-step",0.2,2500,1000,12,10,0.2,0.942057841071101,0.188956934874479,0.1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,12,10,0.2,0.912969478257986,1.04011955239411,0.1,0.00606060606060606
"two-step oracle",0.2,2500,1000,12,10,0.2,0.705576489141929,0,NA,NA
"two-step",0.2,2500,1000,12,10,0.4,0.513338514340096,0.189066718770022,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,12,10,0.4,0.285307050267698,0.782633624850075,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,12,10,0.4,0.285630095741231,0,NA,NA
"two-step",0.2,2500,1000,12,10,0.6,0.279946756363611,0.107196380195469,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,12,10,0.6,0.157771879351577,0.443691741476576,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,12,10,0.6,0.156965632207792,0,NA,NA
"two-step",0.2,2500,1000,12,10,0.8,0.192789975839308,0.0708202862106637,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,12,10,0.8,0.107090520948731,0.29376291270138,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,12,10,0.8,0.107211801140309,0,NA,NA
"two-step",0.2,2500,1000,12,10,1,0.146003800771222,0.0538086229772086,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,12,10,1,0.0811545825782809,0.222617235851119,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,12,10,1,0.0812464675776443,0,NA,NA
"two-step",0.2,2500,1000,130,10,0.2,0.880694208203335,0.226221615093228,0.3,0.00808080808080808
"two-step+refitted",0.2,2500,1000,130,10,0.2,0.683555832012004,1.14250366166198,0.3,0.00808080808080808
"two-step oracle",0.2,2500,1000,130,10,0.2,0.443735869916051,0,NA,NA
"two-step",0.2,2500,1000,130,10,0.4,0.431053008844387,0.170087971213802,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,130,10,0.4,0.191808093735389,0.683857903505396,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,130,10,0.4,0.179632287864463,0,NA,NA
"two-step",0.2,2500,1000,130,10,0.6,0.238557983440113,0.0912323829178328,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,130,10,0.6,0.10540658339868,0.375808175656573,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,130,10,0.6,0.0987154226742349,0,NA,NA
"two-step",0.2,2500,1000,130,10,0.8,0.154932092222547,0.0735381665941989,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,130,10,0.8,0.0741999768930678,0.283516787291982,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,130,10,0.8,0.0674253218132561,0,NA,NA
"two-step",0.2,2500,1000,130,10,1,0.117665881028012,0.0553568079896103,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,130,10,1,0.0562297021976596,0.214852561156423,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,130,10,1,0.0510957671109692,0,NA,NA
"two-step",0.2,2500,1000,131,10,0.2,0.839835440074809,0.0997772150693722,0.4,0.00909090909090909
"two-step+refitted",0.2,2500,1000,131,10,0.2,0.53397844256806,1.08365679083249,0.4,0.00909090909090909
