"Method","alpha","n","p","seed","s","mul","est_error","est_error_FP","TPR","FPR"
"two-step oracle",0.2,2500,1000,395,10,1,0.127237590948877,0,NA,NA
"two-step",0.2,2500,1000,396,10,0.2,0.833871885653087,0.419214371834799,0.4,0.0242424242424242
"two-step+refitted",0.2,2500,1000,396,10,0.2,1.06499824483545,1.86399681117587,0.4,0.0242424242424242
"two-step oracle",0.2,2500,1000,396,10,0.2,0.944776885163098,0,NA,NA
"two-step",0.2,2500,1000,396,10,0.4,0.45239181556237,0.149277848232786,0.9,0.0222222222222222
"two-step+refitted",0.2,2500,1000,396,10,0.4,0.427450503564609,0.69981106667419,0.9,0.0222222222222222
"two-step oracle",0.2,2500,1000,396,10,0.4,0.382462732695952,0,NA,NA
"two-step",0.2,2500,1000,396,10,0.6,0.282112580914636,0.0708394919021247,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,396,10,0.6,0.234767840567826,0.33335272577566,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,396,10,0.6,0.210179198651143,0,NA,NA
"two-step",0.2,2500,1000,396,10,0.8,0.18985330403877,0.0589689598175793,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,396,10,0.8,0.158917474799115,0.264637623418488,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,396,10,0.8,0.143558116083559,0,NA,NA
"two-step",0.2,2500,1000,396,10,1,0.144248879916679,0.0432466955283274,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,396,10,1,0.121322094152724,0.19905785487315,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,396,10,1,0.10879016768524,0,NA,NA
"two-step",0.2,2500,1000,397,10,0.2,0.747700534871412,0.338594034698284,0.5,0.0181818181818182
"two-step+refitted",0.2,2500,1000,397,10,0.2,1.0913050922705,1.5738839566485,0.5,0.0181818181818182
"two-step oracle",0.2,2500,1000,397,10,0.2,0.916548937368802,0,NA,NA
"two-step",0.2,2500,1000,397,10,0.4,0.342917229332478,0.121435271611637,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,397,10,0.4,0.357717573781996,0.625849070168572,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,397,10,0.4,0.371035550023146,0,NA,NA
"two-step",0.2,2500,1000,397,10,0.6,0.189253715561084,0.0565478984107656,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,397,10,0.6,0.191755395179891,0.311825549863974,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,397,10,0.6,0.203899485906108,0,NA,NA
"two-step",0.2,2500,1000,397,10,0.8,0.129748327055714,0.0356907526486715,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,397,10,0.8,0.129073457319379,0.185672902163458,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,397,10,0.8,0.139268901275389,0,NA,NA
"two-step",0.2,2500,1000,397,10,1,0.098381067614836,0.0266693527217623,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,397,10,1,0.0961133940211307,0.133621318456297,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,397,10,1,0.105539746107215,0,NA,NA
"two-step",0.2,2500,1000,398,10,0.2,0.701920385101175,0.337567120077976,0.5,0.0181818181818182
"two-step+refitted",0.2,2500,1000,398,10,0.2,0.901037534142098,1.74623339381356,0.5,0.0181818181818182
"two-step oracle",0.2,2500,1000,398,10,0.2,0.927837591585714,0,NA,NA
"two-step",0.2,2500,1000,398,10,0.4,0.433184097297069,0.11637419536905,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,398,10,0.4,0.418753327229885,0.644281475961799,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,398,10,0.4,0.375605400966857,0,NA,NA
"two-step",0.2,2500,1000,398,10,0.6,0.237385744713574,0.0707332134453625,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,398,10,0.6,0.231192736646738,0.374802526109073,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,398,10,0.6,0.206410809303643,0,NA,NA
"two-step",0.2,2500,1000,398,10,0.8,0.16138494057251,0.0564650820838056,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,398,10,0.8,0.160302232516528,0.271831666397409,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,398,10,0.8,0.140984203541937,0,NA,NA
"two-step",0.2,2500,1000,398,10,1,0.122431305800962,0.0409584714373593,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,398,10,1,0.120853125842397,0.201265220923177,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,398,10,1,0.106839623998476,0,NA,NA
"two-step",0.2,2500,1000,399,10,0.2,0.557205255156121,0,0.5,0
"two-step+refitted",0.2,2500,1000,399,10,0.2,0.44922493242273,0,0.5,0
"two-step oracle",0.2,2500,1000,399,10,0.2,0.6950044871447,0,NA,NA
"two-step",0.2,2500,1000,399,10,0.4,0.280465350645621,0.140698617725448,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,399,10,0.4,0.274112474558272,0.740211388977064,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,399,10,0.4,0.28135035854886,0,NA,NA
"two-step",0.2,2500,1000,399,10,0.6,0.153212793299007,0.0906844324485674,1,0.0363636363636364
"two-step+refitted",0.2,2500,1000,399,10,0.6,0.158059641206658,0.42795353339239,1,0.0363636363636364
"two-step oracle",0.2,2500,1000,399,10,0.6,0.154613738397932,0,NA,NA
"two-step",0.2,2500,1000,399,10,0.8,0.104962391229244,0.0568793097853685,1,0.0303030303030303
"two-step+refitted",0.2,2500,1000,399,10,0.8,0.103544968484445,0.281335336158111,1,0.0303030303030303
"two-step oracle",0.2,2500,1000,399,10,0.8,0.105605393623584,0,NA,NA
"two-step",0.2,2500,1000,399,10,1,0.0794158365583948,0.041786655870024,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,399,10,1,0.0778965991277402,0.210434314671215,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,399,10,1,0.0800291115138894,0,NA,NA
"two-step",0.2,2500,1000,39,10,0.2,0.7131386596435,0.108780779820624,0.4,0.00606060606060606
"two-step+refitted",0.2,2500,1000,39,10,0.2,0.565489990936316,0.897003780213995,0.4,0.00606060606060606
"two-step oracle",0.2,2500,1000,39,10,0.2,0.617567906740819,0,NA,NA
"two-step",0.2,2500,1000,39,10,0.4,0.288220432766333,0.0708263854383407,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,39,10,0.4,0.213963901866066,0.528843355916843,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,39,10,0.4,0.250002633369505,0,NA,NA
"two-step",0.2,2500,1000,39,10,0.6,0.160243312803683,0.034731211896213,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,39,10,0.6,0.11820214575157,0.262495113428759,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,39,10,0.6,0.137386857987152,0,NA,NA
"two-step",0.2,2500,1000,39,10,0.8,0.107341155736407,0.028981238333156,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,39,10,0.8,0.0829630466167613,0.20754796998211,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,39,10,0.8,0.0938389651966044,0,NA,NA
"two-step",0.2,2500,1000,39,10,1,0.0818645660661232,0.0205003717289465,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,39,10,1,0.0628715531371536,0.157281355329345,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,39,10,1,0.0711123622798566,0,NA,NA
"two-step",0.2,2500,1000,3,10,0.2,0.847831634994683,0.148148856453821,0.5,0.00404040404040404
"two-step+refitted",0.2,2500,1000,3,10,0.2,0.81212307669027,0.923547754981415,0.5,0.00404040404040404
"two-step oracle",0.2,2500,1000,3,10,0.2,0.740790501640029,0,NA,NA
"two-step",0.2,2500,1000,3,10,0.4,0.39128818435876,0.0841980221767506,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,3,10,0.4,0.306478626473737,0.579068775955271,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,3,10,0.4,0.299885363477682,0,NA,NA
"two-step",0.2,2500,1000,3,10,0.6,0.216265475709428,0.0431629081710957,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,3,10,0.6,0.17375869556848,0.277436871826589,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,3,10,0.6,0.164799495466278,0,NA,NA
"two-step",0.2,2500,1000,3,10,0.8,0.148868132535493,0.0262952636440815,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,3,10,0.8,0.11518727953617,0.177169107628332,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,3,10,0.8,0.112562543070345,0,NA,NA
"two-step",0.2,2500,1000,3,10,1,0.110202701796323,0.027342703725861,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,3,10,1,0.0892292660886328,0.173168059782572,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,3,10,1,0.0853013279205477,0,NA,NA
"two-step",0.2,2500,1000,400,10,0.2,0.616486400355386,0.183661966211157,0.6,0.00808080808080808
"two-step+refitted",0.2,2500,1000,400,10,0.2,0.51484009308868,1.02271265803296,0.6,0.00808080808080808
"two-step oracle",0.2,2500,1000,400,10,0.2,0.460088823051975,0,NA,NA
"two-step",0.2,2500,1000,400,10,0.4,0.287666859221003,0.0609385350756972,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,400,10,0.4,0.243763553901648,0.448665480777913,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,400,10,0.4,0.18625225840167,0,NA,NA
"two-step",0.2,2500,1000,400,10,0.6,0.156962177978683,0.0377049129170507,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,400,10,0.6,0.130740781454033,0.260670451757832,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,400,10,0.6,0.102353372162272,0,NA,NA
"two-step",0.2,2500,1000,400,10,0.8,0.107984180203987,0.0227034622739003,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,400,10,0.8,0.0915053550044155,0.168398516284748,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,400,10,0.8,0.0699101403788458,0,NA,NA
"two-step",0.2,2500,1000,400,10,1,0.0819390396486697,0.0167505853820431,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,400,10,1,0.0693187766630325,0.127612973928087,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,400,10,1,0.0529787942486442,0,NA,NA
"two-step",0.2,2500,1000,401,10,0.2,0.659284794318692,0.201216620704005,0.4,0.00101010101010101
"two-step+refitted",0.2,2500,1000,401,10,0.2,0.637064339447408,0.46837206612878,0.4,0.00101010101010101
"two-step oracle",0.2,2500,1000,401,10,0.2,0.628162797260042,0,NA,NA
"two-step",0.2,2500,1000,401,10,0.4,0.309597035821469,0.106050922950892,1,0.00707070707070707
"two-step+refitted",0.2,2500,1000,401,10,0.4,0.295911279304209,0.418160985356796,1,0.00707070707070707
"two-step oracle",0.2,2500,1000,401,10,0.4,0.254291636248635,0,NA,NA
"two-step",0.2,2500,1000,401,10,0.6,0.170310721542583,0.0579557437905641,1,0.00707070707070707
"two-step+refitted",0.2,2500,1000,401,10,0.6,0.162725263524021,0.229905316529652,1,0.00707070707070707
"two-step oracle",0.2,2500,1000,401,10,0.6,0.139743843677744,0,NA,NA
"two-step",0.2,2500,1000,401,10,0.8,0.116729232576499,0.0384917079977927,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,401,10,0.8,0.108796228356281,0.150804346428195,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,401,10,0.8,0.0954488506065201,0,NA,NA
"two-step",0.2,2500,1000,401,10,1,0.0886638061197756,0.0289626659472119,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,401,10,1,0.0764943524584696,0.0951709521590141,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,401,10,1,0.0723323539353444,0,NA,NA
"two-step",0.2,2500,1000,402,10,0.2,0.852325115625732,0.0479828593496774,0.3,0.00101010101010101
"two-step+refitted",0.2,2500,1000,402,10,0.2,0.709191115414091,0.356814789972064,0.3,0.00101010101010101
"two-step oracle",0.2,2500,1000,402,10,0.2,0.681103324594937,0,NA,NA
"two-step",0.2,2500,1000,402,10,0.4,0.382461481966868,0.0494068185762153,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,402,10,0.4,0.318767094438805,0.334148966049562,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,402,10,0.4,0.275722917086301,0,NA,NA
"two-step",0.2,2500,1000,402,10,0.6,0.207238762517555,0.0367651279347035,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,402,10,0.6,0.175963451063668,0.232942735432015,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,402,10,0.6,0.151521224968661,0,NA,NA
"two-step",0.2,2500,1000,402,10,0.8,0.143031209250754,0.0193731681995276,1,0.00707070707070707
"two-step+refitted",0.2,2500,1000,402,10,0.8,0.120153371775141,0.161733086644775,1,0.00707070707070707
"two-step oracle",0.2,2500,1000,402,10,0.8,0.103493122738941,0,NA,NA
"two-step",0.2,2500,1000,402,10,1,0.108874451036827,0.0133897745695018,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,402,10,1,0.0905981841816938,0.0950148413319272,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,402,10,1,0.0784284057509113,0,NA,NA
"two-step",0.2,2500,1000,403,10,0.2,0.64429146381823,0.189817294513193,0.4,0.00505050505050505
"two-step+refitted",0.2,2500,1000,403,10,0.2,0.559018566756271,1.10633852412801,0.4,0.00505050505050505
"two-step oracle",0.2,2500,1000,403,10,0.2,0.77906390036527,0,NA,NA
"two-step",0.2,2500,1000,403,10,0.4,0.328400414093543,0.115296885882239,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,403,10,0.4,0.362072252326272,0.620416736058714,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,403,10,0.4,0.315379125969016,0,NA,NA
"two-step",0.2,2500,1000,403,10,0.6,0.180516028735511,0.0596674512989298,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,403,10,0.6,0.194201533663919,0.325733605794149,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,403,10,0.6,0.173313963167649,0,NA,NA
"two-step",0.2,2500,1000,403,10,0.8,0.123481227296449,0.0359831226858953,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,403,10,0.8,0.138656638716756,0.194062752285169,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,403,10,0.8,0.118378156368461,0,NA,NA
"two-step",0.2,2500,1000,403,10,1,0.0935355714586848,0.0262712050814028,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,403,10,1,0.105074509411981,0.147062799339548,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,403,10,1,0.0897084737034181,0,NA,NA
"two-step",0.2,2500,1000,404,10,0.2,0.599131053791986,0.0953718702681812,0.5,0.00505050505050505
"two-step+refitted",0.2,2500,1000,404,10,0.2,0.692068168684528,0.92785411746692,0.5,0.00505050505050505
"two-step oracle",0.2,2500,1000,404,10,0.2,0.863894315365947,0,NA,NA
"two-step",0.2,2500,1000,404,10,0.4,0.342618872968434,0.0694852819019702,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,404,10,0.4,0.35111045902073,0.511948425108102,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,404,10,0.4,0.349720008823374,0,NA,NA
"two-step",0.2,2500,1000,404,10,0.6,0.188778137334007,0.0330748208556417,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,404,10,0.6,0.183517712909573,0.248160076341748,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,404,10,0.6,0.192185708366,0,NA,NA
"two-step",0.2,2500,1000,404,10,0.8,0.129024351008566,0.022008500262214,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,404,10,0.8,0.125336576221081,0.169506876610715,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,404,10,0.8,0.131268072236781,0,NA,NA
"two-step",0.2,2500,1000,404,10,1,0.0977196809688287,0.0173111081779383,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,404,10,1,0.0950103444547979,0.128527874081494,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,404,10,1,0.0994766160211053,0,NA,NA
"two-step",0.2,2500,1000,405,10,0.2,0.644947403023461,0.161388751462127,0.7,0.00707070707070707
"two-step+refitted",0.2,2500,1000,405,10,0.2,0.563594918974155,1.24614100953109,0.7,0.00707070707070707
"two-step oracle",0.2,2500,1000,405,10,0.2,0.876031025494454,0,NA,NA
"two-step",0.2,2500,1000,405,10,0.4,0.33243096198108,0.111965559475293,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,405,10,0.4,0.319372597149527,0.689933903927793,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,405,10,0.4,0.354633168104239,0,NA,NA
"two-step",0.2,2500,1000,405,10,0.6,0.182615388031985,0.0627974626289669,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,405,10,0.6,0.176534656474795,0.382856902022294,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,405,10,0.6,0.194885693991312,0,NA,NA
"two-step",0.2,2500,1000,405,10,0.8,0.125076494830749,0.0399307653139586,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,405,10,0.8,0.11986818148623,0.258963856367214,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,405,10,0.8,0.133112235942369,0,NA,NA
"two-step",0.2,2500,1000,405,10,1,0.0951466224096868,0.0283628085485453,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,405,10,1,0.0908361753923963,0.196244294867058,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,405,10,1,0.100874146751117,0,NA,NA
"two-step",0.2,2500,1000,406,10,0.2,0.674981835236514,0.0137601793613323,0.4,0.00303030303030303
"two-step+refitted",0.2,2500,1000,406,10,0.2,0.868058251621443,0.753439306111925,0.4,0.00303030303030303
"two-step oracle",0.2,2500,1000,406,10,0.2,0.563943101535577,0,NA,NA
"two-step",0.2,2500,1000,406,10,0.4,0.280099685893324,0.0466848331937965,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,406,10,0.4,0.232911788305334,0.4712922584454,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,406,10,0.4,0.228294344501342,0,NA,NA
"two-step",0.2,2500,1000,406,10,0.6,0.153500560792513,0.0274291415825892,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,406,10,0.6,0.127998752388954,0.258996016837658,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,406,10,0.6,0.125457249247929,0,NA,NA
"two-step",0.2,2500,1000,406,10,0.8,0.105750170561663,0.0154775466638811,1,0.00707070707070707
"two-step+refitted",0.2,2500,1000,406,10,0.8,0.086605950592366,0.162543396283601,1,0.00707070707070707
"two-step oracle",0.2,2500,1000,406,10,0.8,0.0856907175716836,0,NA,NA
"two-step",0.2,2500,1000,406,10,1,0.0802747160346568,0.0112185861236041,1,0.00707070707070707
"two-step+refitted",0.2,2500,1000,406,10,1,0.0656334485081232,0.123178547343156,1,0.00707070707070707
"two-step oracle",0.2,2500,1000,406,10,1,0.064937516512586,0,NA,NA
"two-step",0.2,2500,1000,407,10,0.2,0.657576727972464,0.0138270716177753,0.4,0.00202020202020202
"two-step+refitted",0.2,2500,1000,407,10,0.2,0.55690472970644,0.631026310827932,0.4,0.00202020202020202
"two-step oracle",0.2,2500,1000,407,10,0.2,0.635910645806736,0,NA,NA
"two-step",0.2,2500,1000,407,10,0.4,0.307326640235866,0.0453368824177224,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,407,10,0.4,0.258292543995567,0.453678606992644,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,407,10,0.4,0.257428105159143,0,NA,NA
"two-step",0.2,2500,1000,407,10,0.6,0.167553531049684,0.0310433462857791,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,407,10,0.6,0.144066859781118,0.290417915359895,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,407,10,0.6,0.141467463957181,0,NA,NA
"two-step",0.2,2500,1000,407,10,0.8,0.114967672486082,0.0185079421993551,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,407,10,0.8,0.0949579806935268,0.183843383901286,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,407,10,0.8,0.0966261301934115,0,NA,NA
"two-step",0.2,2500,1000,407,10,1,0.0871605292880829,0.0138459661704332,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,407,10,1,0.0741786452635027,0.136426705742875,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,407,10,1,0.0732245113915952,0,NA,NA
"two-step",0.2,2500,1000,408,10,0.2,0.552091231376047,0.293740737830142,0.7,0.00808080808080808
"two-step+refitted",0.2,2500,1000,408,10,0.2,0.74220511720909,1.2501657522717,0.7,0.00808080808080808
"two-step oracle",0.2,2500,1000,408,10,0.2,0.68000076174686,0,NA,NA
"two-step",0.2,2500,1000,408,10,0.4,0.284660417247657,0.122842605485908,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,408,10,0.4,0.279873327519357,0.506402610287099,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,408,10,0.4,0.275276579748392,0,NA,NA
"two-step",0.2,2500,1000,408,10,0.6,0.155784681884482,0.0724631475557886,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,408,10,0.6,0.153807564813397,0.278283440293554,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,408,10,0.6,0.151275944014493,0,NA,NA
"two-step",0.2,2500,1000,408,10,0.8,0.106383581368175,0.0483145316684462,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,408,10,0.8,0.105056105862945,0.19007459334707,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,408,10,0.8,0.103325589167978,0,NA,NA
"two-step",0.2,2500,1000,408,10,1,0.0806367324514504,0.0355515061680418,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,408,10,1,0.0796134487093177,0.144040170595921,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,408,10,1,0.0783014466783473,0,NA,NA
